movie_id,title,director,release_date,duration
1275,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,9/10/2020,116
1276,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,9/10/2020,112
1277,Cycle,Prakash Kunte,9/10/2020,96
1278,Dhh,Manish Saini,9/10/2020,127
1279,Kaagar,Makarand Mane,9/10/2020,130
1280,Night of Knots,Hakan Algül,9/10/2020,93
1281,PhotoCopy,Vijay Maurya,9/10/2020,138
1282,Poshter Girl,Sameer Patil,9/10/2020,138
1283,Satria Heroes: Revenge of the Darkness,"Kenzo Maihara, Amandha Wyanto",9/10/2020,92
1284,Son Of Adam,Ahmed Nader Galal,9/10/2020,110
1285,The Babysitter: Killer Queen,McG,9/10/2020,102
1286,Cargo,Arati Kadav,9/9/2020,113
1287,Cuties,Maïmouna Doucouré,9/9/2020,96
1288,So Much Love to Give,Marcos Carnevale,9/9/2020,108
1289,The Social Dilemma,Jeff Orlowski,9/9/2020,94
1290,#Alive,Cho Il,9/8/2020,99
1291,My Octopus Teacher,"Pippa Ehrlich, James Reed",9/7/2020,86
1292,Toll Booth,Tolga Karaçelik,9/7/2020,98
1293,"Waiting for ""Superman""",Davis Guggenheim,9/7/2020,111
1294,Villain,Philip Barantini,9/5/2020,97
1295,I'm Thinking of Ending Things,Charlie Kaufman,9/4/2020,135
1296,Kandasamys: The Wedding,Jayan Moodley,9/4/2020,93
1297,The Lost Okoroshi,Abba T. Makama,9/4/2020,94
1298,You're My Boss,Antoinette Jadaone,9/4/2020,117
1299,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",9/3/2020,63
1300,Ave Maryam,Ertanto Robby Soediskam,9/3/2020,73
1301,"Love, Guaranteed",Mark Steven Johnson,9/3/2020,91
1302,Freaks – You're One of Us,Felix Binder,9/2/2020,93
1303,Hotel for Dogs,Thor Freudenthal,9/2/2020,101
1304,Sky Tour: The Movie,Nguyen Thanh Tung,9/2/2020,93
1305,Adrift,Baltasar Kormákur,9/1/2020,96
1306,Always Be My Maybe,Dan Villegas,9/1/2020,112
1307,Barbie Princess Adventure,Conrad Helten,9/1/2020,72
1308,Children of the Sea,Ayumu Watanabe,9/1/2020,112
1309,Fate/Grand Order -First Order-,Hitoshi Namba,9/1/2020,72
1310,Puss in Boots,Chris Miller,9/1/2020,92
1311,Sex Drive,Sean Anders,9/1/2020,109
1312,Soldier,Abbas Mustan,9/1/2020,155
1313,"Take the Ball, Pass the Ball",Duncan McMath,9/1/2020,109
1314,The Boss Baby: Get That Baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock",9/1/2020,115
1315,The Match,Francesco Carnesecchi,9/1/2020,97
1316,The Smurfs,Raja Gosnell,9/1/2020,103
1317,True: Friendship Day,"Mark Thornton, Todd Kauffman",9/1/2020,24
1318,Maniyarayile Ashokan,Shamzu Zayba,8/31/2020,110
1319,The Debt Collector 2,Jesse V. Johnson,8/31/2020,97
1320,All Together Now,Brett Haley,8/29/2020,94
1321,Santana,"Chris Roland, Maradona Dias Dos Santos",8/28/2020,107
1322,Unknown Origins,David Galán Galindo,8/28/2020,97
1323,Edge of Seventeen,David Moreton,8/27/2020,103
1324,The Bridge Curse,Lester Hsi,8/27/2020,88
1325,The Young Messiah,Cyrus Nowrasteh,8/27/2020,111
1326,Lingua Franca,Isabel Sandoval,8/26/2020,94
1327,Making The Witcher,Nathan Wiley,8/26/2020,33
1328,Septembers of Shiraz,Wayne Blair,8/24/2020,110
1329,Class of '83,Atul Sabharwal,8/21/2020,98
1330,Dark Forces,Bernardo Arellano,8/21/2020,81
1331,The Sleepover,Trish Sie,8/21/2020,104
1332,Scarecrow,Khaled Marei,8/20/2020,121
1333,The Crimes That Bind,Sebastián Schindel,8/20/2020,100
1334,Little Singham: Kaal Ka Badla,Prakash Satam,8/19/2020,70
1335,Drunk Parents,Fred Wolf,8/18/2020,97
1336,Meet the In-Laws,Niyi Akinmolayan,8/18/2020,75
1337,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,8/17/2020,102
1338,Islands of Faith,Chairun Nissa,8/17/2020,88
1339,Les Misérables,Tom Hooper,8/16/2020,158
1340,Seventh Son,Sergei Bodrov,8/16/2020,102
1341,What's Your Raashee?,Ashutosh Gowariker,8/15/2020,203
1342,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,8/14/2020,59
1343,Fearless,Cory Edwards,8/14/2020,92
1344,Nigerian Prince,Faraday Okoro,8/14/2020,104
1345,Octonauts & the Caves of Sac Actun,Blair Simmons,8/14/2020,72
1346,Project Power,"Henry Joost, Ariel Schulman",8/14/2020,113
1347,An Easy Girl,Rebecca Zlotowski,8/13/2020,93
1348,Christine,Antonio Campos,8/13/2020,119
1349,Simon Killer,Antonio Campos,8/13/2020,105
1350,Gunjan Saxena: The Kargil Girl,Sharan Sharma,8/12/2020,113
1351,Mr. Peabody & Sherman,Rob Minkoff,8/11/2020,93
1352,"Rob Schneider: Asian Momma, Mexican Kids",Tyler Spindel,8/11/2020,44
1353,The Lost Husband,Vicky Wight,8/10/2020,110
1354,Diamonds in the Sky,Kunle Afolayan,8/8/2020,113
1355,We Summon the Darkness,Marc Meyers,8/8/2020,90
1356,"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,8/7/2020,82
1357,Stars in the Sky: A Hunting Story,Steven Rinella,8/7/2020,69
1358,The Magic School Bus Rides Again Kids In Space,Richard Weston,8/7/2020,46
1359,Work It,Laura Terruso,8/7/2020,94
1360,Nasha Natasha,Martín Sastre,8/6/2020,72
1361,Anelka: Misunderstood,Franck Nataf,8/5/2020,95
1362,Sin City,Pascal Amanfo,8/5/2020,101
1363,A Go! Go! Cory Carson Summer Camp,"Stanley Moore, Alex Woo",8/4/2020,21
1364,Malibu Rescue: The Next Wave,Savage Steve Holland,8/4/2020,71
1365,Sam Jay: 3 In The Morning,Kristian Mercado,8/4/2020,64
1366,Almost Love,Mike Doyle,8/2/2020,92
1367,Killing Hasselhoff,Darren Grant,8/1/2020,80
1368,Rogue Warfare: The Hunt,Mike Gunther,8/1/2020,104
1369,Super Monsters: The New Class,Steve Ball,8/1/2020,25
1370,The Ottoman Lieutenant,Joseph Ruben,8/1/2020,111
1371,Tumi or not Tumi,Mfanelo Ngoma,8/1/2020,72
1372,What Keeps You Alive,Colin Minihan,8/1/2020,99
1373,Latte and the Magic Waterstone,"Regina Welker, Nina Wels",7/31/2020,83
1374,Raat Akeli Hai,Honey Trehan,7/31/2020,150
1375,Seriously Single,"Katleho Ramaphakela, Rethabile Ramaphakela",7/31/2020,108
1376,Sugar High,Ariel Boles,7/31/2020,44
1377,Retablo,Álvaro Delgado-Aparicio L.,7/30/2020,102
1378,Uma Maheswara Ugra Roopasya,Venkatesh Maha,7/30/2020,137
1379,It's Her Day,Aniedi Anwah,7/29/2020,112
1380,Redemption,Mickey Fonseca,7/29/2020,102
1381,Shine Your Eyes,Matias Mariani,7/29/2020,103
1382,The Hater,Jan Komasa,7/29/2020,136
1383,The Speed Cubers,Sue Kim,7/29/2020,41
1384,Tread,Paul Solet,7/29/2020,88
1385,Banana Split,Ben Kasulke,7/26/2020,84
1386,Door Ke Darshan,Gagan Puri,7/25/2020,114
1387,Double World,Teddy Chan,7/25/2020,110
1388,Project Marathwada,Bhavin Wadia,7/25/2020,103
1389,Animal Crackers,"Tony Bancroft, Scott Christian Sava",7/24/2020,106
1390,Dragons: Rescue Riders: Secrets of the Songwing,"Greg Rankin, TJ Sullivan",7/24/2020,46
1391,Nimbe,Tope Alake,7/24/2020,115
1392,Offering to the Storm,Fernando González Molina,7/24/2020,140
1393,Romance Doll,Yuki Tanada,7/24/2020,124
1394,The Kissing Booth 2,Vince Marcello,7/24/2020,133
1395,The Larva Island Movie,Ahn Byoung-wook,7/23/2020,91
1396,The Letter Reader,Sibusiso Khuzwayo,7/23/2020,30
1397,The Remix: Hip Hop X Fashion,"Lisa Cortés, Farah X",7/22/2020,67
1398,Ip Man 4: The Finale,Wilson Yip,7/21/2020,105
1399,Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters",7/21/2020,58
1400,Funan,Denis Do,7/18/2020,87
1401,Father Soldier Son,"Leslye Davis, Catrin Einhorn",7/17/2020,100
1402,The Millions,"Toka McBaror, Tunde Apalowo",7/17/2020,95
1403,Fatal Affair,Peter Sullivan,7/16/2020,90
1404,MILF,Axelle Laffont,7/16/2020,102
1405,Cold Feet,Moses Inwang,7/15/2020,98
1406,Sylvia,Daniel Oriahi,7/15/2020,104
1407,The Players,Stefano Mordini,7/15/2020,89
1408,Urzila Carlson: Overqualified Loser,Hayden Guppy,7/14/2020,62
1409,We Are One,Stéphane de Freitas,7/14/2020,86
1410,Hole in the Wall,"André Odendaal, Johan Vorster",7/11/2020,104
1411,Mama's Boy,Amro Salah,7/10/2020,101
1412,The Claudia Kishi Club,Sue Ding,7/10/2020,17
1413,The Old Guard,Gina Prince-Bythewood,7/10/2020,126
1414,Your Excellency,Funke Akindele,7/10/2020,120
1415,Born Racer,Bryn Evans,7/8/2020,89
1416,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",7/8/2020,96
1417,The Long Dumb Road,Hannah Fidell,7/8/2020,91
1418,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda",7/7/2020,86
1419,Jim Jefferies: Intolerant,Scott Zabielski,7/7/2020,67
1420,A Kid from Coney Island,"Coodie, Chike",7/6/2020,89
1421,PNL - Dans la légende tour,QLF,7/6/2020,65
1422,Aiyyaa,Sachin Kundalkar,7/5/2020,151
1423,Bbuddah Hoga Terra Baap,Puri Jagannadh,7/5/2020,116
1424,Blood Money,Vishal Mahadkar,7/5/2020,110
1425,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",7/5/2020,123
1426,Boss,Anthony D'Souza,7/5/2020,139
1427,Budhia Singh: Born to Run,Soumendra Padhi,7/5/2020,95
1428,Chashme Baddoor,David Dhawan,7/5/2020,121
1429,Dharam Sankat Mein,Fuwad Khan,7/5/2020,127
1430,Drishyam,Nishikant Kamat,7/5/2020,162
1431,Gabbar Is Back,Krish,7/5/2020,128
1432,Gollu Aur Pappu,Kabir Sadanand,7/5/2020,112
1433,Inkaar,Sudhir Mishra,7/5/2020,125
1434,Madras Café,Shoojit Sircar,7/5/2020,128
1435,Mary Kom,Omung Kumar,7/5/2020,120
1436,Michael,Ribhu Dasgupta,7/5/2020,86
1437,Mumbai Delhi Mumbai,Satish Rajwade,7/5/2020,107
1438,Oh My God,Umesh Shukla,7/5/2020,129
1439,One by Two,Devika Bhagat,7/5/2020,135
1440,Only,Takashi Doscher,7/5/2020,97
1441,Penalty,Shubham Singh,7/5/2020,125
1442,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",7/5/2020,162
1443,Pyaar Ka Punchnama 2,Luv Ranjan,7/5/2020,136
1444,Queen,Vikas Bahl,7/5/2020,138
1445,Shaitan,Bejoy Nambiar,7/5/2020,126
1446,Special 26,Neeraj Pandey,7/5/2020,137
1447,Tanu Weds Manu,Aanand Rai,7/5/2020,114
1448,What the Fish,Gurmmeet Singh,7/5/2020,96
1449,Desperados,LP,7/3/2020,107
1450,Hunter in the Blue Side of Manchester,Rako Prijanto,7/3/2020,89
1451,I Am Not Your Negro,Raoul Peck,7/3/2020,94
1452,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,7/3/2020,148
1453,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",7/2/2020,82
1454,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",7/1/2020,95
1455,Adú,Salvador Calvo,7/1/2020,120
1456,Ali Baba ve 7 Cüceler,Cem Yılmaz,7/1/2020,115
1457,David Foster: Off the Record,Barry Avrich,7/1/2020,107
1458,Double Jeopardy,Bruce Beresford,7/1/2020,105
1459,Pek Yakında,Cem Yılmaz,7/1/2020,134
1460,Stardust,Matthew Vaughn,7/1/2020,128
1461,The F**k-It List,Michael Duggan,7/1/2020,103
1462,The Silence of Others,"Almudena Carracedo, Robert Bahar",7/1/2020,96
1463,Total Recall,Paul Verhoeven,7/1/2020,114
1464,Under the Riccione Sun,Younuts!,7/1/2020,102
1465,George Lopez: We'll Do It For Half,Troy Miller,6/30/2020,52
1466,The Mirror Boy,Obi Emelonye,6/30/2020,86
1467,#FriendButMarried 2,Rako Prijanto,6/28/2020,104
1468,Skin,Daniel Effiong,6/28/2020,76
1469,Thackeray (Marathi),Abhijit Panse,6/28/2020,135
1470,Ride Like a Girl,Rachel Griffiths,6/27/2020,99
1471,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,6/26/2020,124
1472,Kasanova,Oluseyi Asurf,6/26/2020,117
1473,Ordinary People,Eduardo Roy Jr.,6/26/2020,107
1474,Thackeray (Hindi),Abhijit Panse,6/26/2020,135
1475,Krishna and His Leela,Ravikanth Perepu,6/25/2020,126
1476,Prem Ratan Dhan Payo,Sooraj R. Barjatya,6/25/2020,164
1477,Vivah,Sooraj R. Barjatya,6/25/2020,166
1478,Athlete A,"Bonni Cohen, Jon Shenk",6/24/2020,104
1479,Bulbbul,Anvita Dutt,6/24/2020,94
1480,Nobody Knows I'm Here,Gaspar Antillo,6/24/2020,92
1481,Eric Andre: Legalize Everything,Eric Notarnicola,6/23/2020,52
1482,Kappela,Musthafa,6/22/2020,112
1483,The Royal Hibiscus Hotel,Ishaya Bako,6/22/2020,90
1484,Woodshock,"Kate Mulleavy, Laura Mulleavy",6/21/2020,101
1485,Elevator Baby,Akhigbe Ilozobhie,6/20/2020,84
1486,Chaman Bahaar,Apurva Dhar Badgaiyann,6/19/2020,112
1487,Destiny,Youssef Chahine,6/19/2020,136
1488,Feel the Beat,Elissa Down,6/19/2020,110
1489,Lost Bullet,Guillaume Pierret,6/19/2020,93
1490,One-Way to Tomorrow,Ozan Açıktan,6/19/2020,90
1491,The Emigrant,Youssef Chahine,6/19/2020,130
1492,Wasp Network,Olivier Assayas,6/19/2020,128
1493,A Whisker Away,"Junichi Sato, Tomotaka Shibayama",6/18/2020,104
1494,Alexandria ... Why?,Youssef Chahine,6/18/2020,131
1495,Alexandria: Again and Forever,Youssef Chahine,6/18/2020,109
1496,An Egyptian Story,Youssef Chahine,6/18/2020,129
1497,Cairo Station,Youssef Chahine,6/18/2020,73
1498,Dark Waters,Youssef Chahine,6/18/2020,104
1499,El límite infinito,Pablo Aulita,6/18/2020,48
1500,Lola Igna,Eduardo Roy Jr.,6/18/2020,114
1501,One Take,Manatsanun Phanlerdwongsakul,6/18/2020,86
1502,Saladin,Youssef Chahine,6/18/2020,194
1503,Stray Bullet,Georges Hachem,6/18/2020,76
1504,The Blazing Sun,Youssef Chahine,6/18/2020,116
1505,The Land,Youssef Chahine,6/18/2020,130
1506,The Nut Job,Peter Lepeniotis,6/18/2020,85
1507,An Evening with Beverly Luff Linn,Jim Hosking,6/17/2020,108
1508,Riding Faith,Paco Aguilar,6/17/2020,81
1509,Last Flight to Abuja,Obi Emelonye,6/16/2020,76
1510,The Darkness,Greg McLean,6/16/2020,92
1511,Underdogs,Juan José Campanella,6/15/2020,85
1512,Wira,Adrian Teh,6/15/2020,108
1513,4th Republic,Ishaya Bako,6/13/2020,120
1514,Asura Guru,A. Raajdheep,6/13/2020,117
1515,Milea,"Fajar Bustomi, Pidi Baiq",6/13/2020,100
1516,Axone,Nicholas Kharkongor,6/12/2020,101
1517,Da 5 Bloods,Spike Lee,6/12/2020,156
1518,Jo Koy: In His Elements,Michael McKay,6/12/2020,55
1519,Okko's Inn,Kitaro Kosaka,6/12/2020,96
1520,From A to B,Ali F. Mostafa,6/11/2020,104
1521,Menahi,Ayman Makram,6/11/2020,101
1522,Middle Men,George Gallo,6/10/2020,113
1523,The Witch: Part 1 - The Subversion,Park Hoon-jung,6/10/2020,126
1524,Before I Fall,Ry Russo-Young,6/8/2020,98
1525,365 Days,"Barbara Białowąs, Tomasz Mandes",6/7/2020,114
1526,Forensic,"Akhil Paul, Anas Khan",6/7/2020,132
1527,Project Papa,Kanika Batra,6/7/2020,92
1528,The Night Clerk,Michael Cristofer,6/6/2020,90
1529,Before the Summer Crowds,Mohamed Khan,6/5/2020,86
1530,Big Stone Gap,Adriana Trigiani,6/5/2020,103
1531,Choked: Paisa Bolta Hai,Anurag Kashyap,6/5/2020,114
1532,Merry Men 2: Another Mission,Moses Inwang,6/5/2020,115
1533,The Last Days of American Crime,Olivier Megaton,6/5/2020,149
1534,Hot Sweet Sour,Andaç Haznedaroğlu,6/4/2020,102
1535,Overnight Republic,Murat Kepez,6/4/2020,105
1536,Can’t Complain,Ahmed Nader Galal,6/3/2020,114
1537,Lady Bird,Greta Gerwig,6/3/2020,94
1538,Spelling the Dream,Sam Rega,6/3/2020,83
1539,Andaleeb El Dokki,Wael Ehsan,6/2/2020,106
1540,Let's Dance,Inas El-Degheidy,6/2/2020,116
1541,Life's Speed Bump,Wael Ehsan,6/2/2020,109
1542,Mr. Romantic,Ahmed Al-Badry,6/2/2020,97
1543,My Horrible Grandma,Sameh Abdulaziz,6/2/2020,100
1544,Sorry To Disturb,Khaled Marei,6/2/2020,116
1545,The Student Cop,Wael Ihsan,6/2/2020,111
1546,What's Up?,Izidore K. Musallam,6/2/2020,95
1547,X Large,Sherif Arafa,6/2/2020,135
1548,122,Yasir Al Yasiri,6/1/2020,95
1549,Chippa,Safdar Rahman,6/1/2020,92
1550,Cook Off,Tomas Brickhill,6/1/2020,100
1551,Kalek Shanab,Hani Al-Shaibani,6/1/2020,80
1552,Mirai,Mamoru Hosoda,6/1/2020,98
1553,The Disaster Artist,James Franco,6/1/2020,104
1554,The Stolen,Niall Johnson,6/1/2020,98
1555,High Strung Free Dance,Michael Damian,5/31/2020,104
1556,Freej Al Taibeen,Ahmed Zain,5/29/2020,99
1557,Kenny Sebastian: The Most Interesting Person in the Room,Angshuman Ghosh,5/29/2020,68
1558,The Other,Youssef Chahine,5/29/2020,106
1559,Grandmother's Farm,Ahmed Zein,5/28/2020,71
1560,Grandmother's Farm Part 2,Ahmed Zein,5/28/2020,80
1561,Intuition,Alejandro Montiel,5/28/2020,116
1562,I'm No Longer Here,Fernando Frías de la Parra,5/27/2020,112
1563,Hannah Gadsby: Douglas,Madeleine Parry,5/26/2020,73
1564,Ne Zha,Yu Yang,5/25/2020,110
1565,Uncut Gems,"Josh Safdie, Benny Safdie",5/25/2020,135
1566,One Day We'll Talk About Today,Angga Dwimas Sasongko,5/23/2020,128
1567,Si Doel the Movie 3,Rano Karno,5/23/2020,93
1568,Living in Bondage: Breaking Free,Ramsey Nouah,5/22/2020,149
1569,Modest Heroes: Ponoc Short Films Theatre,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita",5/22/2020,54
1570,The Lovebirds,Michael Showalter,5/22/2020,87
1571,#FriendButMarried,Rako Prijanto,5/21/2020,102
1572,Bye Bye London,Almunsif Alsuwaisi,5/21/2020,177
1573,Fifty Year Old Teenager,Fouad Al Shatti,5/21/2020,204
1574,Lock Your Girls In,Fouad El-Mohandes,5/21/2020,233
1575,Mujeres arriba,Andrés Feddersen,5/21/2020,98
1576,No Longer kids,Samir Al Asfory,5/21/2020,237
1577,Raya and Sakina,Hussein Kamal,5/21/2020,230
1578,Sayed the Servant,Hussein Kamal,5/21/2020,173
1579,The Married Couples,Hassan AbdulSalam,5/21/2020,195
1580,The School of Mischief,Houssam El-Din Mustafa,5/21/2020,253
1581,The Witness Who Didn't See Anything,"Muhammad Fadl, Hany Motawie",5/21/2020,157
1582,Anchor Baby,Lonzo Nzekwe,5/20/2020,97
1583,Ben Platt Live from Radio City Music Hall,"Alex Timbers, Sam Wrench",5/20/2020,85
1584,Honeytrap,Rebecca Johnson,5/20/2020,94
1585,I Will Follow,Ava DuVernay,5/20/2020,80
1586,Mutiny of the Worker Bees,Carlos Morett,5/20/2020,94
1587,What Are the Odds?,Megha Ramaswamy,5/20/2020,92
1588,Either Me Or My Auntie,Saeed Hamed,5/19/2020,105
1589,Escaping Tel Aviv,Sherif Arafa,5/19/2020,120
1590,Game Over,Ahmed Al-Badry,5/19/2020,96
1591,Karkar,Ali Ragab,5/19/2020,107
1592,My Sleeping Lover,Ahmad El-Badri,5/19/2020,93
1593,Omar & Salma 2,Ahmad El-Badri,5/19/2020,101
1594,Tarek's Situation,Wael Ehsan,5/19/2020,110
1595,The Beach Loafer,Ali Ragab,5/19/2020,112
1596,Wadjda,Haifaa Al-Mansour,5/19/2020,93
1597,Zaki Chan,Wael Ihsan,5/19/2020,109
1598,Light in the Dark,Ekene Som Mekwunye,5/18/2020,105
1599,The End,Mohammed Alhmly,5/17/2020,97
1600,Heaven Without People,Lucien Bourjeily,5/15/2020,91
1601,"I love you, stupid",Laura Mañá,5/15/2020,88
1602,Dilan 1990,"Fajar Bustomi, Pidi Baiq",5/14/2020,109
1603,Dilan 1991,"Fajar Bustomi, Pidi Baiq",5/14/2020,118
1604,Fan of Amoory,Salmeen AlMurry Amer,5/14/2020,109
1605,Malang,Mohit Suri,5/14/2020,131
1606,Match,Obaid Alhmoudi,5/14/2020,91
1607,Rencor tatuado,Julián Hernández,5/14/2020,152
1608,The Delivery Boy,Adekunle Nodash Adejuyigbe,5/14/2020,67
1609,Wedy Atkalam,Sadeq Behbehani,5/14/2020,72
1610,Fire in the Blood,Dylan Mohan Gray,5/13/2020,83
1611,The Wrong Missy,Tyler Spindel,5/13/2020,90
1612,Ali & Alia,Hussein El Ansary,5/12/2020,106
1613,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,5/12/2020,190
1614,Action Replayy,Vipul Amrutlal Shah,5/11/2020,129
1615,Andaz Apna Apna,Rajkumar Santoshi,5/11/2020,160
1616,Have a Good Trip: Adventures in Psychedelics,Donick Cary,5/11/2020,86
1617,John Henry,Will Forbes,5/9/2020,92
1618,18 Presents,Francesco Amato,5/8/2020,114
1619,Aerials,S.A. Zaidi,5/7/2020,90
1620,In Paradox,Hamad AlSarraf,5/7/2020,94
1621,Si Doel the Movie,Rano Karno,5/7/2020,86
1622,Becoming,Nadia Hallgren,5/6/2020,89
1623,"Sí, Mi Amor",Pedro Flores Maldonado,5/6/2020,107
1624,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,5/5/2020,61
1625,Arctic Dogs,Aaron Woodley,5/4/2020,93
1626,Luccas Neto em: Acampamento de Férias 2,Lucas Margutti,5/4/2020,81
1627,One Day: Justice Delivered,Ashok Nanda,5/3/2020,120
1628,Bennett's War,Alex Ranarivelo,5/2/2020,94
1629,Death Can Wait,Fernando Ayllón,5/2/2020,91
1630,Lady Driver,Shaun Paul Piccinino,5/2/2020,104
1631,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,5/2/2020,76
1632,Roped,Shaun Paul Piccinino,5/2/2020,90
1633,The Stand at Paxton County,Brett Hedlund,5/2/2020,103
1634,All Day and a Night,Joe Robert Cole,5/1/2020,122
1635,Cracked Up: The Darrell Hammond Story,Michelle Esrick,5/1/2020,97
1636,Get In,Olivier Abbou,5/1/2020,98
1637,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore",5/1/2020,42
1638,I Am Divine,Jeffrey Schwarz,5/1/2020,90
1639,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath",5/1/2020,91
1640,Material,Craig Freimond,5/1/2020,94
1641,Mrs. Serial Killer,Shirish Kunder,5/1/2020,107
1642,Psycho,Mysskin,5/1/2020,143
1643,The Half Of It,Alice Wu,5/1/2020,105
1644,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly",5/1/2020,116
1645,Thomas & Friends: Marvelous Machinery: A New Arrival,Joey So,5/1/2020,23
1646,Thomas & Friends: Marvelous Machinery: World of Tomorrow,Joey So,5/1/2020,23
1647,Thomas & Friends: Thomas and the Royal Engine,Joey So,5/1/2020,23
1648,What a Girl Wants,Dennie Gordon,5/1/2020,105
1649,Dangerous Lies,Michael M. Scott,4/30/2020,97
1650,Rich in Love,Bruno Garotti,4/30/2020,105
1651,A Secret Love,Chris Bolan,4/29/2020,83
1652,Ekşi Elmalar,Yılmaz Erdoğan,4/29/2020,109
1653,Love Is War,Omoni Oboli,4/29/2020,111
1654,R.K.Nagar,Saravana Rajan,4/29/2020,132
1655,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder",4/28/2020,102
1656,Bir Baba Hindu,Sermiyan Midyat,4/28/2020,107
1657,Boushkash,"Ahmed Yousry, Hazem Fouda",4/28/2020,100
1658,Cinar Agaci,Handan İpekçi,4/28/2020,115
1659,Görümce,Kıvanç Baruönü,4/28/2020,104
1660,İstanbul Kırmızısı,Ferzan Özpetek,4/28/2020,110
1661,Küçük Esnaf,Bedran Güzel,4/28/2020,100
1662,Lembi 8 Giga,Ashraf Fayeq,4/28/2020,111
1663,Neseli Hayat,Yılmaz Erdoğan,4/28/2020,108
1664,Organize Isler,Yılmaz Erdoğan,4/28/2020,104
1665,The Reliant,Paul Munger,4/28/2020,116
1666,We'll Be Right Back After The Break,Ahmed Nader Galal,4/28/2020,106
1667,5Gang,Matei Dima,4/27/2020,96
1668,Love Aaj Kal,Imtiaz Ali,4/27/2020,140
1669,The Lift Boy,Jonathan Augustin,4/27/2020,107
1670,Bheeshma,Venky Kudumula,4/25/2020,138
1671,Bittersweet,Khaled Marei,4/25/2020,132
1672,No Direction Home: Bob Dylan,Martin Scorsese,4/25/2020,208
1673,She Made Me a Criminal,Amr Arafa,4/25/2020,105
1674,The Artist,Michel Hazanavicius,4/25/2020,101
1675,The Dealer,Ahmed Saleh,4/25/2020,124
1676,The International Player,Ahmed Medhat,4/25/2020,93
1677,The Promise,Mohamed Yassin,4/25/2020,110
1678,الف مبروك,Ahmed Nader Galal,4/25/2020,115
1679,Kolaiyuthir Kaalam,Chakri Toleti,4/24/2020,107
1680,"Yours Sincerely, Kanan Gill",Neville Shah,4/24/2020,72
1681,My Stupid Boss,Upi Avianto,4/23/2020,107
1682,My Stupid Boss 2,Upi Avianto,4/23/2020,95
1683,This Earth of Mankind,Hanung Bramantyo,4/23/2020,180
1684,Time to Hunt,Yoon Sung-hyun,4/23/2020,135
1685,Circus of Books,Rachel Mason,4/22/2020,87
1686,The Plagues of Breslau,Patryk Vega,4/22/2020,94
1687,The Set Up,Niyi Akinmolayan,4/22/2020,105
1688,The Silence of the Marsh,Marc Vigil,4/22/2020,93
1689,The Willoughbys,Kris Pearn,4/22/2020,92
1690,Varane Avashyamund,Anoop Sathyan,4/20/2020,144
1691,Babamın Ceketi,Müfit Can Saçıntı,4/17/2020,101
1692,Earth and Blood,Julien Leclercq,4/17/2020,81
1693,Rising High,Cüneyt Kaya,4/17/2020,95
1694,Sergio,Greg Barker,4/17/2020,119
1695,The Legacy of the Bones,Fernando González Molina,4/17/2020,121
1696,Alelí,Leticia Jorge Romero,4/16/2020,88
1697,"Hail, Caesar!","Ethan Coen, Joel Coen",4/16/2020,106
1698,Jem and the Holograms,Jon M. Chu,4/16/2020,119
1699,Maurício Meirelles: Generating Chaos,Diego Pignataro,4/16/2020,63
1700,Puerto Ricans in Paris,Ian Edelman,4/16/2020,82
1701,Stunt School,Ali Yorgancıoğlu,4/16/2020,95
1702,For the Broken Hearted,Digo Ricio,4/15/2020,93
1703,Mischief,Emcy Joseph,4/15/2020,120
1704,World Famous Lover,Kranthi Madhav,4/15/2020,147
1705,Chris D'Elia: No Pain,Matt D'Elia,4/14/2020,55
1706,New Money,Tope Oshin,4/14/2020,107
1707,Moms at War,Omoni Oboli,4/13/2020,92
1708,Code 8,Jeff Chan,4/11/2020,98
1709,Love Wedding Repeat,Dean Craig,4/10/2020,101
